objectid,agency,comments,active,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,gisacres,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,mergeid,latest,modifiedon,createdon,SHAPE_Length,SHAPE_Area
1472,USFS,"WFDSS; Topology Fixed",N,Hand Sketch,2019/07/26 00:00:00,2019-WAOWF-000304,2019,LEFT HAND,WAWAS,2019/07/25 12:00:00,135.26504707, ,MG2U, ,WAOWF,WA,6456,000304,{7D22164B-F544-4889-A0D4-506AEFC34747},N, , ,N,2019/07/29 11:38:46,2019/07/26 10:59:40,0.0391411794665893,6.46462065624374e-05
1473,USFS, ,N,Mixed Methods,2019/08/12 00:00:00,2019-AZKNF-000499,2019,CASTLE,AZKNF,2019/08/09 00:00:00,16519.0678276, ,ME44, ,AZKNF,AZ,6439,000499,{65A19A3E-162E-42F6-92DF-872A21D7633F},N, , ,N,2019/08/12 12:19:33,2019/08/12 12:19:33,0.460966994693708,0.00672747867323085
1474,BLM,"Pulled from EGP REST Service; Estimated from VIIRS",N,Mixed Methods,2019/07/26 05:05:43,2019-AKUYD-000407,2019,Bearnose Hill,AKDYN,2019/07/25 21:26:21,127569.240422,Chalkyitsik Complex,MCS7,{4E3207C5-B302-4ED4-9D08-2BD627FD7928},AKUYD,AK, ,000407,{2F2D5842-7ED0-41E2-A6A9-41B6360730A4},Y, , ,N,2019/09/10 09:15:10,2019/07/26 10:59:40,4.18430301270418,0.104159728546229
1475,USFS, ,N,Mixed Methods,2019/08/12 00:00:00,2019-AZKNF-000499,2019,CASTLE,AZKNF,2019/08/12 00:51:00,18913.4327445, ,ME44, ,AZKNF,AZ,6439,000499,{65A19A3E-162E-42F6-92DF-872A21D7633F},N, , ,Y,2019/09/03 07:41:55,2019/08/12 12:19:33,0.472108329773397,0.00770214559919912
1476,BIA, ,N,Unknown,2019/08/12 00:00:00,2019-WACOA-190106,2019,Williams Flats,WACOA,2019/08/10 18:59:59,42911.3261672, ,MJ4Y, ,WACOA,WA, ,190106,{7D2A6B0A-A161-44D9-BFF1-6A68CEA947C5},N, , ,N,2019/09/09 12:29:19,2019/08/12 12:19:33,1.12295311355098,0.0209160791013259
1477,USFS,Event Standard Perims,N,Mixed Methods,2019/09/20 00:00:00,2019-CAPNF-001324,2019,Walker,CALMU,2019/09/19 23:10:59,54620.0405951, ,MQ4F, ,CAPNF,CA,6568,001324,{97BF9798-BD46-46D2-9A24-59E2A1EBF916},N, , ,N,2019/09/23 12:34:44,2019/09/20 10:19:32,2.17425272228783,0.0233413391472448
1478,DVF,"Pulled from EGP REST Service; Photo-rectification perimeter submitted by DOF SWS",N,Image Interpretation,2019/07/31 05:08:12,2019-AKSWS-904517,2019,Door Mountains,AKAKS,2019/07/30 15:17:21,3354.09558191, ,ME0K, ,AKSWS,AK, ,904517,{DAC3499E-23B9-4C7C-AAD5-F147E1B4A33C},N, , ,N,2019/09/10 09:33:43,2019/07/31 11:39:40,0.478771308388995,0.00225854361408107
1479,USFS,Event Standard Perims,N,Mixed Methods,2019/08/12 00:00:00,2019-CAINF-001465,2019,SPRINGS,CAINF,2019/08/09 15:53:59,444.96466897, ,MJP7, ,CAINF,CA,6477,001465,{7C161A97-642F-4AFE-9180-08DB35BC2DCB},N, , ,N,2019/08/12 12:19:33,2019/08/12 12:19:33,0.153088204773882,0.000184298282822384
1480,BLM,WFDSS,N,Unknown,2019/07/19 00:00:00,2019-AKUYD-000367,2019,Frozen Calf,AKARR,2019/07/18 00:00:00,150262.874544,Chalkyitsik Complex,MB2L,{4e3207c5-b302-4ed4-9d08-2bd627fd7928},AKUYD,AK, ,000367,{5D7C1283-D2F2-417E-8B78-F73ABEAB84FE},Y, , ,N,2019/07/26 10:59:40,2019/07/19 12:41:20,5.02877357610049,0.124027195929633
1481,FS,Pulled from EGP REST Service,N,Mixed Methods,2019/08/04 00:00:00,2019-CAMDF-000509,2019,TUCKER,CAMDF,2019/08/03 22:30:25,14148.9917756, ,MH73, ,CAMDF,CA,6470,000509,{1DAFC388-98C2-401A-849E-C435E3260425},N, , ,N,2019/08/05 12:26:30,2019/08/05 12:26:30,0.615151441107429,0.00620323148384531
1482,USFS, ,N,Infrared Image,2019/07/24 00:00:00,2019-IDSCF-019160,2019,Vader,IDSTF,2019/07/23 00:00:00,442.72731821, ,MF7Z, ,IDSCF,ID, ,019160,{470EA0DD-1425-451C-8BFB-9BF2153AF8D0},N, , ,N,2019/07/26 11:02:09,2019/07/24 12:13:33,0.101922697256917,0.000202218472353099
1483,FS,"Pulled from EGP REST Service; verbal description refined with aerial imagery and road features",N,Mixed Methods,2019/08/11 05:05:29,2019-UTMLF-009161,2019,Chippean,USTMLF,2019/08/10 20:47:19,101.46624123, ,MK6S, ,UTMLF,UT, ,009161,{74902712-BD27-4364-96E2-0259CA4E0FC9},N, , ,N,2019/09/10 09:15:10,2019/08/12 12:19:33,0.0329425857080376,4.20244796925884e-05
1484,USFS,WFDSS,N,GPS-Walked/ Driven,2019/10/09 00:00:00,2019-NMCAF-000532,2019,Maton,NMCAF,2019/10/04 00:00:00,109.25549178, ,MUC1, ,NMCAF,NM, ,000532,{11C60982-65B0-4AB6-8981-3185DBE19785},N, , ,Y,2019/10/09 11:09:25,2019/10/09 11:09:25,0.0885024975228338,4.4443305431936e-05
1485,USFS,WFDSS,N,Other,2019/07/31 00:00:00,2019-UTUWF-000430,2019,Alaska,USTUWF,2019/07/31 09:00:00,173.56831769, ,MJV8, ,UTUWF,UT, ,000430,{651D88F4-9AD2-4731-9AD6-992E159C2AA6},N, , ,N,2019/08/01 13:06:14,2019/07/31 14:23:20,0.034074425691339,7.43006297386619e-05
1486,FS,Pulled from EGP REST Service,N,Infrared Image,2019/09/11 05:06:11,2019-CASHF-001209,2019,SOUTH,CATGU,2019/09/11 00:27:27,2602.43800836, ,MRD4, ,CASHF,CA,6577,001209,{3C414AA1-6948-4BF3-B6CD-417691D8633E},N, , ,N,2019/09/11 10:51:42,2019/09/11 10:51:42,0.333665431473847,0.00111249285380882
1487,BLM,"Pulled from EGP REST Service; Based on DRTI Mission 07/21/2019 am",N,Remote Sensing Derived,2019/07/23 05:06:08,2019-AKUYD-000493,2019,Tony Slough,AKDYN,2019/07/23 01:12:11,6285.41415852,Cornucopia Complex,MEP9,{DD420A03-4F83-40DC-BB73-25B675AD06E9},AKUYD,AK, ,000493,{7B79CD0F-C752-4754-B035-8E1652A45684},Y, , ,N,2019/09/09 12:29:19,2019/07/23 12:25:34,0.61293688655536,0.00511543740998913
1488,USFS, ,N,Infrared Image,2019/09/11 00:00:00,2019-CASHF-001209,2019,SOUTH,CATGU,2019/09/11 00:55:00,2882.2787019, ,MRD4, ,CASHF,CA,6577,001209,{3C414AA1-6948-4BF3-B6CD-417691D8633E},N, , ,N,2019/09/11 10:51:42,2019/09/11 10:51:42,0.429410639717265,0.00123312997024414
1489,USFS, ,N,Infrared Image,2019/10/09 00:00:00,2019-IDNCF-000266,2019,Barren Hill,IDNCF,2019/08/29 02:03:59,605.37375484, ,MHT4, ,IDNCF,ID,6468,000266,{659B5E49-52DE-4A6B-9EC6-CD2F0D095DC8},N, , ,N,2019/10/09 11:09:25,2019/10/09 11:09:25,0.288889549962393,0.000285731720529182
1490,FS,Pulled from EGP REST Service,N,Infrared Image,2019/09/11 10:05:19,2019-CASHF-001209,2019,SOUTH,CATGU,2019/09/11 08:27:39,2932.12040123, ,MRD4, ,CASHF,CA,6577,001209,{3C414AA1-6948-4BF3-B6CD-417691D8633E},N, , ,N,2019/09/12 11:01:15,2019/09/11 10:51:42,0.409998865234245,0.00125345288100064
1491,USFS, ,N,Infrared Image,2019/10/09 00:00:00,2019-IDNCF-000266,2019,Barren Hill,IDNCF,2019/08/30 21:56:59,612.84336353, ,MHT4, ,IDNCF,ID,6468,000266,{659B5E49-52DE-4A6B-9EC6-CD2F0D095DC8},N, , ,N,2019/10/09 11:09:25,2019/10/09 11:09:25,0.300447619070191,0.000289257575575663
1492,USFS, ,N,Infrared Image,2019/10/09 00:00:00,2019-IDNCF-000266,2019,Barren Hill,IDNCF,2019/09/01 23:50:00,685.20599878, ,MHT4, ,IDNCF,ID,6468,000266,{659B5E49-52DE-4A6B-9EC6-CD2F0D095DC8},N, , ,N,2019/10/09 11:09:25,2019/10/09 11:09:25,0.307137266904386,0.000323418122456072
1493,BLM,WFDSS,N,Mixed Methods,2019/09/09 00:00:00,2019-COWRD-000299,2019,HUNT,COWRD,2019/09/08 12:49:59,2581.17386473, ,MQ8G, ,COWRD,CO, ,000299,{ED076D93-4E1B-4102-A4B8-C02B6BBC7453},N, , ,N,2019/09/11 10:54:26,2019/09/09 11:10:02,0.256566649898189,0.00109776323856477
1494,USFS,Event Standard Perims,N,Mixed Methods,2019/08/12 00:00:00,2019-CAINF-001465,2019,SPRINGS,CAINF,2019/08/10 21:36:59,760.95679525, ,MJP7, ,CAINF,CA,6477,001465,{7C161A97-642F-4AFE-9180-08DB35BC2DCB},N, , ,N,2019/08/13 10:38:48,2019/08/12 12:19:33,0.186180414290704,0.00031516895958752
1495,USFS, ,N,Infrared Image,2019/10/09 00:00:00,2019-CORGF-001388,2019,Decker,CORGF,2019/10/08 22:11:00,6671.13941002, ,MR8R, ,CORGF,CO,6592,001388,{5A6B5A9F-35CF-4F34-8C66-08F37083B54D},N, , ,N,2019/10/09 11:09:26,2019/10/09 11:09:26,1.25751268443717,0.00278569204407239
1496,FS,Pulled from EGP REST Service,N,Infrared Image,2019/10/09 05:05:16,2019-CORGF-001388,2019,Decker,CORGF,2019/10/08 10:09:55,6485.67928139, ,MR8R, ,CORGF,CO,6592,001388,{5A6B5A9F-35CF-4F34-8C66-08F37083B54D},N, , ,N,2019/10/10 13:00:58,2019/10/09 11:09:26,1.22017337848336,0.00270826037573854
1497,BLM,"Pulled from EGP REST Service; Updated with Sentinel Imagery 7/30/2019",N,Image Interpretation,2019/07/31 00:00:00,2019-AKUYD-000601,2019,Coal River,AKAKS,2019/07/30 21:13:00,2606.90082307,Cornucopia Complex,MF2G,{DD420A03-4F83-40DC-BB73-25B675AD06E9},AKUYD,AK, ,000601,{8478A1F0-3087-45DE-B0FC-A31B5F4920A6},Y, , ,N,2019/09/10 09:01:08,2019/07/31 11:39:40,0.326469671122323,0.00220131553268047
1498,BLM,WFDSS,N,Hand Sketch,2019/07/26 00:00:00,2019-NVEKD-010163,2019,Texas,NVEKD,2019/07/25 08:00:00,627.83753026, ,MG93, ,NVEKD,NV,6462,010163,{2A37119D-0FF4-416C-9FAD-EE37B6F14756},N, , ,N,2019/07/29 13:34:42,2019/07/26 10:59:40,0.0838220917670823,0.000274642481748844
1499,DVF,"Pulled from EGP REST Service; Photo-rectification perimeter submitted by DOF SWS",N,Image Interpretation,2019/08/15 05:05:39,2019-AKSWS-904475,2019,Door Creek,AKAKS,2019/08/14 12:29:56,267.95379809, ,MEH2, ,AKSWS,AK, ,904475,{18EAB1FA-8BE3-453A-AA7C-29A9177E8669},N, , ,Y,2019/09/10 09:33:43,2019/08/15 11:07:18,0.0945664065643817,0.000181159528977247
1500,DVF,"Pulled from EGP REST Service; Sentinel 2",N,Image Interpretation,2019/07/29 11:11:15,2019-AKSWS-904527,2019,Diamond Peak,AKAKS,2019/07/28 13:53:43,2.3317296, ,ME26,,AKSWS,AK, ,904527,{38767960-65F9-4405-9CFC-A0E725A703CC},N, , ,Y,2019/09/10 09:33:43,2019/07/29 12:16:14,0.00575571487367009,1.57990501768774e-06
1501,USFS,WFDSS,N,GPS-Walked/ Driven,2019/07/31 00:00:00,2019-ORDEF-000527,2019,MCKAY BUTTE 0527 NE,ORDEF,2019/07/30 08:00:00,168.17363185, ,MH78, ,ORDEF,OR, ,000527,{940015F4-E888-4CF8-9769-37A9CF0DB70B},N, , ,Y,2019/07/31 14:23:20,2019/07/31 14:23:20,0.0465791320072962,7.60318557943869e-05
1502,BLM,"Pulled from EGP REST Service; Sentinel 2",N,Image Interpretation,2019/07/29 11:11:22,2019-AKUYD-000321,2019,Little Crazy Mountain,AKYFR,2019/07/28 14:08:55,79952.678922, ,MBS9,,AKUYD,AK, ,000321,{6D1676FA-A923-4713-B958-31FAEA69C8A4},N, , ,N,2019/09/09 15:30:02,2019/07/29 12:16:14,2.77334565125546,0.063296046978019
1503,BLM,"Pulled from EGP REST Service; Estimated from VIIRS",N,Other,2019/08/08 05:05:36,2019-AKUYD-000367,2019,Frozen Calf,AKARR,2019/08/07 15:50:01,238875.798964,Chalkyitsik Complex,MB2L,{4E3207C5-B302-4ED4-9D08-2BD627FD7928},AKUYD,AK, ,000367,{5D7C1283-D2F2-417E-8B78-F73ABEAB84FE},Y, , ,N,2019/09/10 08:57:22,2019/08/08 11:22:16,6.57244041982488,0.196851346872623
1504,DVF, ,N,Infrared Image,2019/08/08 00:00:00,2019-AKKKS-903181,2019,Swan Lake,AKKNR,2019/08/07 21:59:59,102267.040108, ,L92Q, ,AKKKS,AK,6387,903181,{836450FA-2D41-41A0-B38F-5A4B17766214},N, , ,N,2019/08/20 12:04:24,2019/08/08 11:22:16,2.87184861015763,0.0678373205203057
1505,USFS,Event Standard Perims,N,Mixed Methods,2019/09/23 00:00:00,2019-CAPNF-001324,2019,Walker,CALMU,2019/09/21 02:00:00,54595.1722357, ,MQ4F, ,CAPNF,CA,6568,001324,{97BF9798-BD46-46D2-9A24-59E2A1EBF916},N, , ,N,2019/09/23 12:34:44,2019/09/23 12:34:44,2.17721961426866,0.0233307148251633
1506,USFS, ,N,Infrared Image,2019/09/23 00:00:00,2019-CAINF-002018,2019,TABOOSE,CAINF,2019/09/21 21:48:00,10296.1749511, ,MQ8E, ,CAINF,CA,6570,002018,{FB038107-3B06-4407-8AEE-D09C0BFD9A0A},N, , ,N,2019/09/23 12:34:45,2019/09/23 12:34:45,0.818376460378868,0.00422110246422078
1507,USFS, ,N,Infrared Image,2019/09/23 00:00:00,2019-CAINF-002018,2019,TABOOSE,CAINF,2019/09/20 19:47:00,10293.1065089, ,MQ8E, ,CAINF,CA,6570,002018,{FB038107-3B06-4407-8AEE-D09C0BFD9A0A},N, , ,N,2019/09/23 12:34:45,2019/09/23 12:34:45,0.81413743673364,0.00421984470336657
1508,USFS, ,N,Infrared Image,2019/09/23 00:00:00,2019-CASHF-001209,2019,SOUTH,CATGU,2019/09/20 23:58:59,5210.90346091, ,MRD4, ,CASHF,CA,6577,001209,{3C414AA1-6948-4BF3-B6CD-417691D8633E},N, , ,N,2019/09/23 12:34:45,2019/09/23 12:34:45,0.754951623983287,0.00222954512473975
1509,USFS,Event Standard Perims,N,Mixed Methods,2019/09/23 00:00:00,2019-CASHF-001196,2019,MIDDLE,CASHF,2019/09/21 06:20:00,1339.59542558, ,MR5H, ,CASHF,CA,6588,001196,{20EEC0CB-93DD-4D5E-946D-2349AE51F360},N, , ,N,2019/09/23 12:34:45,2019/09/23 12:34:45,0.161776705027399,0.000579182379905474
1510,USFS, ,N,Infrared Image,2019/09/05 00:00:00,2019-MTLNF-001782,2019,Miller Gulch,MTLNF,2019/09/04 23:00:59,296.54066008, , , ,MTLNF,MT,6542,001782,{CC7BC985-F2D9-4F5B-AC01-5C977AF90F9C},N, , ,Y,2019/09/23 07:22:56,2019/09/05 11:35:02,0.092740210704749,0.000140524146979733
1511,DNRC, ,N,Infrared Image,2019/07/29 00:00:00,2019-MTCES-000097,2019,North Hills,MTBUD,2019/07/28 00:00:00,2644.06278487, ,MHW7, ,MTCES,MT,6464,000097,{8C208700-F26F-4AD8-8A89-C6D94DA8159F},N, , ,N,2019/07/29 11:36:07,2019/07/29 11:36:07,0.593600142450882,0.00126022804414218
1512,USFS,WFDSS,N,GPS-Walked/ Driven,2019/08/08 00:00:00,2019-AROUF-000757,2019,HOLLIS,ARARS,2019/08/05 20:00:00,16.72324127, ,MK23, ,AROUF,AR, ,000757,{AFCF0D81-8257-41A8-87D4-C49C3F93B402},N, , ,Y,2019/08/08 11:22:16,2019/08/08 11:22:16,0.0145076715815241,6.67210595068171e-06
1513,DNRC, ,N,Infrared Image,2019/07/29 00:00:00,2019-MTCES-000097,2019,North Hills,MTBUD,2019/07/28 21:36:59,4228.17352703, ,MHW7, ,MTCES,MT,6464,000097,{8C208700-F26F-4AD8-8A89-C6D94DA8159F},N, , ,N,2019/07/30 11:10:42,2019/07/29 11:36:07,0.675917290670811,0.00201513573444091
1514,BLM,"Pulled from EGP REST Service; Perimeter updated using Sentinel 2 image collected 7/17",N,Remote Sensing Derived,2019/07/19 05:06:00,2019-AKGAD-000538,2019,Tom Cook Slough 2,AKKUR,2019/07/18 16:10:10,232.6112142, ,ME4Z, ,AKGAD,AK, ,000538,{5C63D91A-0865-4B63-8955-EBECD0C1DFAF},N, , ,N,2019/09/09 12:29:19,2019/07/19 11:17:23,0.0751582499742512,0.000185310007094196
1515,USFS, ,N,Infrared Image,2019/07/29 00:00:00,2019-MTLNF-001232,2019,Beeskove,MTLNF,2019/07/28 22:05:59,182.39613822, ,MJE6, ,MTLNF,MT,6458,001232,{A1A6C299-6BF7-4808-A552-3C2FF5494DCD},N, , ,N,2019/09/10 09:33:43,2019/07/29 11:36:07,0.217666657505476,8.72356543108824e-05
1516,DVF,"Pulled from EGP REST Service; Discovered on recon flight 7/22/2019",N,Image Interpretation,2019/07/23 05:06:03,2019-AKSWS-904655,2019,Tonclonukna Creek,AKAKS,2019/07/23 01:08:24,7.06699572, ,MG06, ,AKSWS,AK, ,904655,{D2FC588F-D4C0-4FDF-8A83-E48B22656ABB},N, , ,Y,2019/09/10 09:33:43,2019/07/23 12:25:35,0.00976087915324257,5.12008429709429e-06
1517,USFS,Event Standard Perims,N,Mixed Methods,2019/09/23 00:00:00,2019-CAPNF-001324,2019,Walker,CALMU,2019/09/22 23:29:59,54595.0099443, ,MQ4F, ,CAPNF,CA,6568,001324,{97BF9798-BD46-46D2-9A24-59E2A1EBF916},N, , ,N,2019/09/24 10:19:32,2019/09/23 12:34:44,2.17695029340252,0.0233306455117719
1518,USFS, ,N,Unknown,2019/08/29 00:00:00,2019-IDSCF-019120,2019,Shady,IDSCF,2019/08/29 00:00:00,5877.55260425, ,MEQ4, ,IDSCF,ID,6433,019120,{30BCC069-947B-43F3-B139-0761FD79C4BD},N, , ,N,2019/09/03 10:48:47,2019/08/29 10:49:40,0.575688471566578,0.00269300169139041
1519,USFS, ,N,Mixed Methods,2019/07/29 00:00:00,2019-AZCOF-000788,2019,Museum,AZCOF,2019/07/27 18:35:00,1962.91205549, ,MGK0, ,AZCOF,AZ,6450,000788,{AE0F5E69-2B24-4EC3-8080-1BA3AD294700},N, , ,N,2019/07/29 11:36:09,2019/07/29 11:36:09,0.200108273668543,0.000786840520835489
1520,USFS, ,N,Infrared Image,2019/07/29 00:00:00,2019-AZCOF-000788,2019,Museum,AZCOF,2019/07/26 23:21:00,1961.49561652, ,MGK0, ,AZCOF,AZ,6450,000788,{AE0F5E69-2B24-4EC3-8080-1BA3AD294700},N, , ,N,2019/07/29 11:36:09,2019/07/29 11:36:09,0.200108270345781,0.000786840531642079
1521,USFS, ,N,Mixed Methods,2019/07/29 00:00:00,2019-AZCOF-000788,2019,Museum,AZCOF,2019/07/29 06:00:00,1962.91205549, ,MGK0, ,AZCOF,AZ,6450,000788,{AE0F5E69-2B24-4EC3-8080-1BA3AD294700},N, , ,Y,2019/08/01 12:52:49,2019/07/29 11:36:09,0.200108273668543,0.000786840520835489
1522,DVF,"Pulled from EGP REST Service; submitted by state forestry",N,Image Interpretation,2019/07/31 05:08:11,2019-AKSWS-904496,2019,Devil's Elbow,AKAKS,2019/07/30 15:15:49,8126.399548, ,MEU8, ,AKSWS,AK, ,904496,{99A96292-E1A1-4FDB-904C-B2C11C4D06B6},N, , ,Y,2019/09/10 09:33:43,2019/07/31 11:39:40,0.47915889447021,0.00565453934441162
1523,BLM,"WFDSS; Topology fixed",N,GPS-Flight,2019/08/07 00:00:00,2019-NVEKD-010193,2019,Goose,NVEKD,2019/08/06 12:07:00,7073.32932146, ,MKM7, ,NVEKD,NV,6503,010193,{752972FF-230A-496F-B3E4-1436EA33C0C2},N, , ,N,2019/08/08 11:29:02,2019/08/07 12:40:01,0.232340327649762,0.00310817014860806
1524,NPS, ,N,Hand Sketch,2019/08/19 00:00:00,2019-AZGCP-000053,2019,IKES,AZGCP,2019/08/16 00:00:00,3501.40372754, ,MHQ8, ,AZGCP,AZ,6475,000053,{9748204A-8A87-4B99-9559-6A2BF4A785EE},N, , ,N,2019/08/19 11:05:52,2019/08/19 11:05:52,0.18173005785337,0.00142267381138967
1525,FS,Pulled from EGP REST Service,N,GPS-Flight,2019/09/01 05:05:49,2019-UTUWF-000669,2019,Gun Range,USTUWF,2019/08/31 11:00:42,314.39446377, ,MP4U, ,UTUWF,UT, ,000669,{CB8958F5-769C-4BFA-9BE7-564B0402D761},N, , ,Y,2019/09/03 10:59:52,2019/09/03 10:47:02,0.0784480476306712,0.000135977936747701
1526,USFS, ,N,Hand Sketch,2019/07/29 00:00:00,2019-AZKNF-000499,2019,CASTLE,AZKNF,2019/07/26 14:51:00,1454.31529703, ,ME44, ,AZKNF,AZ,6439,000499,{65A19A3E-162E-42F6-92DF-872A21D7633F},N, , ,N,2019/07/29 11:36:09,2019/07/29 11:36:09,0.266086111159439,0.000592315442928
1527,USFS, ,N,Hand Sketch,2019/07/29 00:00:00,2019-AZKNF-000499,2019,CASTLE,AZKNF,2019/07/25 20:02:00,887.1259809, ,ME44, ,AZKNF,AZ,6439,000499,{65A19A3E-162E-42F6-92DF-872A21D7633F},N, , ,N,2019/07/29 11:36:09,2019/07/29 11:36:09,0.189569424307893,0.000361274450207258
1528,USFS,WFDSS,N,GPS-Flight,2019/08/02 00:00:00,2019-UTUWF-000430,2019,Alaska,USTUWF,2019/08/01 14:00:00,489.13015767, ,MJV8, ,UTUWF,UT, ,000430,{651D88F4-9AD2-4731-9AD6-992E159C2AA6},N, , ,Y,2019/08/19 10:02:24,2019/08/02 12:24:20,0.0597622475149002,0.000209377428931856
1529,BLM,"Pulled from EGP REST Service; Sentinel 2",N,Image Interpretation,2019/07/23 05:05:57,2019-AKUYD-000321,2019,Little Crazy Mountain,AKYFR,2019/07/22 21:44:15,72337.0296337, ,MBS9, ,AKUYD,AK, ,000321,{6D1676FA-A923-4713-B958-31FAEA69C8A4},N, , ,N,2019/09/09 15:30:02,2019/07/23 12:25:34,3.11479648420365,0.0572720779865584
1530,USFS, ,N,Infrared Image,2019/07/29 00:00:00,2019-CAKNF-005782,2019,COMMUNITY,CAKNF,2019/07/28 23:15:00,12.05730302, ,MH20, ,CAKNF,CA,6466,005782,{80AA28F6-5F53-49F5-96C4-A9349F34C93C},N, , ,N,2019/07/30 11:10:43,2019/07/29 11:36:10,0.0118259690222103,5.2939673424859e-06
1531,BLM, ,N,Mixed Methods,2019/07/29 00:00:00,2019-IDBOD-000469,2019,MARYS,IDBOD,2019/07/29 08:39:00,182.03362021, ,MG1B, ,IDBOD,ID, ,000469,{6C2E695F-1F4D-41F2-A8BF-D19CE9122118},N, , ,Y,2019/07/29 11:36:09,2019/07/29 11:36:09,0.065653657888462,8.03881086288358e-05
1532,USFS,WFDSS,N,Hand Sketch,2019/08/08 00:00:00,2019-ORWWF-000609,2019,Granite Gulch,ORWWF,2019/08/07 17:00:00,1495.70229229, ,MJB1, ,ORWWF,OR,6498,000609,{026F0FC5-D38C-4F7B-928A-59F37BE81BAA},N, , ,N,2019/08/09 11:41:48,2019/08/08 11:22:17,0.113270617888778,0.00069301329445261
1533,C&L,WFDSS,N,GPS-Flight,2019/09/03 00:00:00,2019-WYTDX-001906,2019,Saddle Butte,WYWYS,2019/09/01 20:00:00,251.62527266, ,MP9K, ,WYTDX,WY, ,001906,{CF9F1F87-8E87-48FD-9E78-CDC20B3FA35C},N, , ,Y,2019/09/03 12:00:38,2019/09/03 12:00:38,0.0490454912348736,0.000113292460466391
1534,USFS,WFDSS,N,GPS-Flight,2019/08/08 00:00:00,2019-UTMLF-009161,2019,Chippean,USTMLF,2019/08/07 09:59:59,29.15117498, ,MK6S, ,UTMLF,UT, ,009161,{74902712-BD27-4364-96E2-0259CA4E0FC9},N, , ,N,2019/08/12 12:19:33,2019/08/08 11:22:17,0.0132109442364727,1.20734199186283e-05
1535,NPS,WFDSS,N,Mixed Methods,2019/09/09 00:00:00,2019-WAOLP-000185,2019,Mt. Dana,WAOLP,2019/09/08 09:59:59,42.73575934, ,MP7U, ,WAOLP,WA, ,000185,{1304B903-844B-4ABA-8FBD-F04FF2D7E427},N, , ,Y,2019/09/09 11:10:02,2019/09/09 11:10:02,0.0289315398403662,2.07591999189902e-05
1536,BLM,"Pulled from EGP REST Service; Perimeter updated using Sentinel 2 image collected 7/16",N,Remote Sensing Derived,2019/07/18 05:06:06,2019-AKGAD-000538,2019,Tom Cook Slough 2,AKKUR,2019/07/17 16:44:40,214.05897546, ,ME4Z, ,AKGAD,AK, ,000538,{5C63D91A-0865-4B63-8955-EBECD0C1DFAF},N, , ,N,2019/09/09 12:29:19,2019/07/18 11:08:52,0.0709952051567758,0.000170533029677772
1537,USFS, ,N,Infrared Image,2019/07/29 00:00:00,2019-WAOWF-000304,2019,LEFT HAND,WAWAS,2019/07/27 22:30:00,2062.83430691, ,MG2U, ,WAOWF,WA,6456,000304,{7D22164B-F544-4889-A0D4-506AEFC34747},N, , ,N,2019/07/29 11:36:10,2019/07/29 11:36:10,0.239257593410727,0.000985956142872463
1538,USFS, ,N,Infrared Image,2019/07/29 00:00:00,2019-WAOWF-000304,2019,LEFT HAND,WAWAS,2019/07/28 22:50:59,2319.39946418, ,MG2U, ,WAOWF,WA,6456,000304,{7D22164B-F544-4889-A0D4-506AEFC34747},N, , ,N,2019/07/29 11:36:10,2019/07/29 11:36:10,0.243207183357471,0.0011083340754851
1539,USFS,Pulled from EGP REST Service,N,Mixed Methods,2019/07/29 00:00:00,2019-WAOWF-000304,2019,LEFT HAND,WAWAS,2019/07/28 11:36:59,1901.3899578, ,MG2U, ,WAOWF,WA,6456,000304,{7D22164B-F544-4889-A0D4-506AEFC34747},N, , ,N,2019/07/29 11:36:10,2019/07/29 11:36:10,0.232255954112465,0.000908594194831942
1540,USFS,WFDSS,N,Hand Sketch,2019/07/24 00:00:00,2019-AZKNF-000499,2019,CASTLE,AZKNF,2019/07/23 06:00:00,709.3364363, ,ME44, ,AZKNF,AZ,6439,000499,{65A19A3E-162E-42F6-92DF-872A21D7633F},N, , ,N,2019/07/29 11:37:36,2019/07/24 11:48:54,0.159192599316763,0.000288873560012631
1541,USFS, ,N,Infrared Image,2019/07/29 00:00:00,2019-WAOWF-000304,2019,LEFT HAND,WAWAS,2019/07/26 22:15:00,862.73163553, ,MG2U, ,WAOWF,WA,6456,000304,{7D22164B-F544-4889-A0D4-506AEFC34747},N, , ,N,2019/07/29 11:36:10,2019/07/29 11:36:10,0.122962154376014,0.000412416617013643
1542,DOF, ,N,Infrared Image,2019/07/29 00:00:00,2019-OR732S-000069,2019,MP 97,OR730S,2019/07/29 00:17:59,11601.9139174, ,MHK1, ,OR732S,OR, ,000069,{705FAC28-7619-414D-9784-7E0BCEB2F8B3},N, , ,N,2019/07/30 11:13:17,2019/07/29 11:36:10,0.526500378075968,0.00517180740230914
1543,BIA, ,N,Infrared Image,2019/07/29 00:00:00,2019-WAYAA-000079,2019,KUSSHI CREEK,WAYAA,2019/07/26 22:44:59,1075.08315982, ,MG8T, ,WAYAA,WA, ,000079,{17DCC56E-05AD-4D6F-8E17-0954277AA46B},N, , ,N,2019/07/31 09:16:25,2019/07/29 11:36:10,0.125174453397305,0.0005058919343465
